timestamp_utc,aiEngineName,subPass,location_idx,time_idx,time_description,sky_filename,utc_time,target_lat,target_lon,guess_lat,guess_lon,abs_lat_error_deg,abs_lon_error_deg,central_angle_deg,great_circle_km,cartesian_km,score,hemisphere_correct,date_line_side_correct,within_10deg_lat,within_10deg_lon,numStarsVisible,starsVisibleMagLE0,starsVisibleMag0to1,starsVisibleMag1to2,starsVisibleMag2to3,starsVisibleMag3to4,starsVisibleMag4to5,starsVisibleMag5to6,numPlanetsVisible,moonVisible,visibleBodies
2026-01-15T01:38:03Z,claude-opus-4-5,7,0,1,2025:12:21 12:31:11 UTC,results/45_sky_loc0_time1.png,2025-12-21T12:31:11Z,35.7872,-170.7725,-35.0,-150.0,70.7872,20.772500000000008,73.3883626541324,8160.4248735338615,7613.91259150105,0.1,0,1,0,0,2558,2,5,19,53,159,566,1754,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,9,2,1,2025:12:21 12:31:11 UTC,results/45_sky_loc2_time1.png,2025-12-21T12:31:11Z,-11.0874,-138.853,-45.0,-170.0,33.9126,31.14699999999999,43.125518820355914,4795.345525342209,4682.948185267964,0.2,1,1,0,0,2653,4,8,24,63,185,570,1799,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,23,2,3,2025:12:28 11:11:41 UTC,results/45_sky_loc2_time3.png,2025-12-28T11:11:41Z,-11.0874,-138.853,-45.23,-178.5,34.142599999999995,39.64699999999999,48.03477828115575,5341.231024973077,5186.178064919049,0.2,1,1,0,0,2666,3,9,23,60,180,566,1825,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,24,3,3,2025:12:28 11:11:41 UTC,results/45_sky_loc3_time3.png,2025-12-28T11:11:41Z,-56.6796,-129.3453,-45.123,-178.54,11.556600000000003,49.19469999999998,32.28276507973506,3589.684653201434,3542.389388193961,0.2,1,1,0,0,2697,3,7,26,70,185,582,1824,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,8,1,1,2025:12:21 12:31:11 UTC,results/45_sky_loc1_time1.png,2025-12-21T12:31:11Z,45.775,-156.349,-35.12,-178.25,80.895,21.90100000000001,83.2769077104431,9259.982434463236,8466.152570015365,0.1,0,1,0,0,2551,2,5,19,58,160,567,1740,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,25,4,3,2025:12:28 11:11:41 UTC,results/45_sky_loc4_time3.png,2025-12-28T11:11:41Z,20.9316,147.1115,35.5,-160.0,14.5684,307.1115,48.22147140483908,5361.9903818400935,5205.133226359032,0.1,1,0,0,0,2572,2,6,16,51,163,558,1776,2,True,jupiter;moon;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,28,0,4,2025:11:29 10:19:10 UTC,results/45_sky_loc0_time4.png,2025-11-29T10:19:10Z,35.7872,-170.7725,-35.25,-178.5,71.0372,7.727499999999992,71.40127048043887,7939.469999848583,7435.607108961474,0.2,0,1,0,1,2530,1,5,16,56,167,547,1738,2,True,jupiter;moon;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,30,2,4,2025:11:29 10:19:10 UTC,results/45_sky_loc2_time4.png,2025-11-29T10:19:10Z,-11.0874,-138.853,-35.5,-155.0,24.412599999999998,16.14699999999999,28.468841035073876,3165.5950630507336,3133.131358952218,0.2,1,1,0,0,2651,2,7,20,51,187,568,1816,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,16,2,2,2025:12:17 14:42:52 UTC,results/45_sky_loc2_time2.png,2025-12-17T14:42:52Z,-11.0874,-138.853,-35.28,178.45,24.1926,317.303,45.585752817532565,5068.9114420515325,4936.26995378168,0.1,1,0,0,0,2665,4,6,26,74,184,568,1803,2,True,jupiter;moon;venus
2026-01-15T01:38:03Z,claude-opus-4-5,1,1,0,2025:12:25 12:00:00 UTC,results/45_sky_loc1_time0.png,2025-12-25T12:00:00Z,45.775,-156.349,-15.0,-150.0,60.775,6.3489999999999895,61.04592296928702,6788.006302499939,6471.462064343803,0.2,0,1,0,1,2549,2,5,19,56,161,567,1739,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,11,4,1,2025:12:21 12:31:11 UTC,results/45_sky_loc4_time1.png,2025-12-21T12:31:11Z,20.9316,147.1115,-35.5,-178.5,56.4316,325.6115,65.16311801283156,7245.818135703978,6861.571491651149,0,0,0,0,0,2566,2,6,17,50,171,555,1765,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,14,0,2,2025:12:17 14:42:52 UTC,results/45_sky_loc0_time2.png,2025-12-17T14:42:52Z,35.7872,-170.7725,-45.123,-168.54,80.9102,2.232500000000016,80.93540717506892,8999.619094565443,8269.815604614978,0.2,0,1,0,1,2563,2,6,19,58,160,565,1753,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,6,6,0,2025:12:25 12:00:00 UTC,results/45_sky_loc6_time0.png,2025-12-25T12:00:00Z,14.7168,170.0641,-45.0,-170.0,59.7168,340.0641,62.40032734981453,6938.609406261345,6600.740405673816,0,0,0,0,0,2585,2,6,20,51,170,546,1790,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,18,4,2,2025:12:17 14:42:52 UTC,results/45_sky_loc4_time2.png,2025-12-17T14:42:52Z,20.9316,147.1115,-45.123,-168.54,66.0546,315.6515,77.40190061701396,8606.710549336809,7967.017865790306,0,0,0,0,0,2564,2,5,21,52,167,548,1769,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,22,1,3,2025:12:28 11:11:41 UTC,results/45_sky_loc1_time3.png,2025-12-28T11:11:41Z,45.775,-156.349,35.5,-155.0,10.274999999999999,1.3489999999999895,10.325429634459658,1148.13697664944,1146.58395627534,0.30000000000000004,1,1,0,1,2535,2,5,19,56,160,566,1727,1,True,jupiter;moon
2026-01-15T01:38:03Z,claude-opus-4-5,31,3,4,2025:11:29 10:19:10 UTC,results/45_sky_loc3_time4.png,2025-11-29T10:19:10Z,-56.6796,-129.3453,-35.5,-178.5,21.1796,49.15469999999999,38.94714178374835,4330.73055551068,4247.831978309517,0.2,1,1,0,0,2745,3,8,26,57,193,581,1877,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,21,0,3,2025:12:28 11:11:41 UTC,results/45_sky_loc0_time3.png,2025-12-28T11:11:41Z,35.7872,-170.7725,-15.234,-178.56,51.0212,7.787499999999994,51.55124833077234,5732.2451942790085,5540.8412472978725,0.2,0,1,0,1,2552,2,5,19,52,157,566,1751,1,True,jupiter;moon
2026-01-15T01:38:05Z,claude-opus-4-5,38,3,5,2025:11:25 12:12:42 UTC,results/45_sky_loc3_time5.png,2025-11-25T12:12:42Z,-56.6796,-129.3453,-45.0,-165.0,11.6796,35.65469999999999,24.97636951270379,2777.249411907463,2755.3120020528654,0.2,1,1,0,0,2738,3,8,26,68,192,585,1856,2,False,jupiter;venus
2026-01-15T01:38:06Z,claude-opus-4-5,40,5,5,2025:11:25 12:12:42 UTC,results/45_sky_loc5_time5.png,2025-11-25T12:12:42Z,52.6565,162.2525,-15.5,-165.0,68.1565,327.2525,73.78939316791875,8205.01749369043,7649.621875612739,0,0,0,0,0,2512,1,6,16,52,160,551,1726,2,False,jupiter;saturn
2026-01-15T01:38:06Z,claude-opus-4-5,41,6,5,2025:11:25 12:12:42 UTC,results/45_sky_loc6_time5.png,2025-11-25T12:12:42Z,14.7168,170.0641,-35.5,-178.5,50.2168,348.5641,51.37268440741847,5712.389764494861,5522.954636391249,0,0,0,0,0,2603,2,6,17,47,171,561,1799,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,27,6,3,2025:12:28 11:11:41 UTC,results/45_sky_loc6_time3.png,2025-12-28T11:11:41Z,14.7168,170.0641,-35.0,-170.0,49.7168,340.0641,53.19534997514712,5915.061208537346,5704.891841815965,0,0,0,0,0,2583,2,6,19,53,169,551,1783,2,True,jupiter;moon;saturn
2026-01-15T01:38:06Z,claude-opus-4-5,43,1,6,2025:11:21 13:43:54 UTC,results/45_sky_loc1_time6.png,2025-11-21T13:43:54Z,45.775,-156.349,-35.0,-150.0,80.775,6.3489999999999895,80.9783470678053,9004.393799383484,8273.447485297607,0.2,0,1,0,1,2534,2,5,19,55,160,566,1727,1,False,jupiter
2026-01-15T01:38:06Z,claude-opus-4-5,44,2,6,2025:11:21 13:43:54 UTC,results/45_sky_loc2_time6.png,2025-11-21T13:43:54Z,-11.0874,-138.853,-35.5,-178.5,24.412599999999998,39.64699999999999,43.3784307594366,4823.468088700304,4709.091179819645,0.2,1,1,0,0,2666,4,9,23,61,178,571,1820,1,False,jupiter
2026-01-15T01:38:06Z,claude-opus-4-5,46,4,6,2025:11:21 13:43:54 UTC,results/45_sky_loc4_time6.png,2025-11-21T13:43:54Z,20.9316,147.1115,-35.25,-165.75,56.1816,312.8615,71.78057833591022,7981.64716727093,7469.817421718239,0,0,0,0,0,2570,2,6,16,51,162,559,1774,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,12,5,1,2025:12:21 12:31:11 UTC,results/45_sky_loc5_time1.png,2025-12-21T12:31:11Z,52.6565,162.2525,-15.5,-178.5,68.1565,340.7525,70.15971489319068,7801.4151267101315,7323.06168263835,0,0,0,0,0,2534,1,6,19,53,163,562,1730,2,False,jupiter;saturn
2026-01-15T01:38:06Z,claude-opus-4-5,48,6,6,2025:11:21 13:43:54 UTC,results/45_sky_loc6_time6.png,2025-11-21T13:43:54Z,14.7168,170.0641,-35.5,-178.5,50.2168,348.5641,51.37268440741847,5712.389764494861,5522.954636391249,0,0,0,0,0,2595,2,6,19,53,171,552,1792,2,False,jupiter;saturn
2026-01-15T01:38:06Z,claude-opus-4-5,47,5,6,2025:11:21 13:43:54 UTC,results/45_sky_loc5_time6.png,2025-11-21T13:43:54Z,52.6565,162.2525,-35.5,170.5,88.1565,8.247500000000002,88.449262763641,9835.122869599896,8887.21626609022,0.2,0,1,0,1,2528,1,6,19,55,162,560,1725,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,10,3,1,2025:12:21 12:31:11 UTC,results/45_sky_loc3_time1.png,2025-12-21T12:31:11Z,-56.6796,-129.3453,-35.25,-170.25,21.4296,40.90469999999999,34.78290143543207,3867.687515867936,3808.568721151491,0.2,1,1,0,0,2667,3,7,24,74,187,576,1796,3,False,jupiter;mars;venus
2026-01-15T01:38:05Z,claude-opus-4-5,35,0,5,2025:11:25 12:12:42 UTC,results/45_sky_loc0_time5.png,2025-11-25T12:12:42Z,35.7872,-170.7725,-45.25,-168.15,81.0372,2.6225000000000023,81.07189157918576,9014.79548883184,8281.355510772291,0.2,0,1,0,1,2537,2,5,19,53,161,548,1749,2,False,jupiter;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,20,6,2,2025:12:17 14:42:52 UTC,results/45_sky_loc6_time2.png,2025-12-17T14:42:52Z,14.7168,170.0641,-45.0,-175.0,59.7168,345.0641,61.23825845686153,6809.393062472543,6489.876044620787,0,0,0,0,0,2615,2,6,22,59,173,555,1798,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,17,3,2,2025:12:17 14:42:52 UTC,results/45_sky_loc3_time2.png,2025-12-17T14:42:52Z,-56.6796,-129.3453,35.28,139.75,91.9596,269.0953,119.3213269752566,13267.94452658527,10996.985074623546,0,0,0,0,0,2602,4,6,20,73,184,572,1743,2,True,mars;moon;venus
2026-01-15T01:38:03Z,claude-opus-4-5,26,5,3,2025:12:28 11:11:41 UTC,results/45_sky_loc5_time3.png,2025-12-28T11:11:41Z,52.6565,162.2525,-35.5,-178.5,88.1565,340.7525,89.73839587765356,9978.468129644227,8989.374496200428,0,0,0,0,0,2539,1,6,19,55,163,565,1730,2,True,jupiter;moon;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,29,1,4,2025:11:29 10:19:10 UTC,results/45_sky_loc1_time4.png,2025-11-29T10:19:10Z,45.775,-156.349,-35.12345,-155.6789,80.89845,0.6700999999999908,80.90071392062086,8995.761375353528,8266.88038117952,0.2,0,1,0,1,2525,1,6,19,55,157,557,1730,2,True,jupiter;moon;saturn
2026-01-15T01:38:05Z,claude-opus-4-5,39,4,5,2025:11:25 12:12:42 UTC,results/45_sky_loc4_time5.png,2025-11-25T12:12:42Z,20.9316,147.1115,-35.5,-178.5,56.4316,325.6115,65.16311801283156,7245.818135703978,6861.571491651149,0,0,0,0,0,2546,1,6,17,50,164,562,1746,2,False,jupiter;saturn
2026-01-15T01:38:06Z,claude-opus-4-5,45,3,6,2025:11:21 13:43:54 UTC,results/45_sky_loc3_time6.png,2025-11-21T13:43:54Z,-56.6796,-129.3453,-35.12345,178.54321,21.556150000000002,307.88851,40.82706201221102,4539.768436147228,4444.331471887098,0.1,1,0,0,0,2687,3,7,24,70,185,581,1817,3,True,jupiter;mars;moon;venus
2026-01-15T01:38:03Z,claude-opus-4-5,3,3,0,2025:12:25 12:00:00 UTC,results/45_sky_loc3_time0.png,2025-12-25T12:00:00Z,-56.6796,-129.3453,-35.0,-150.0,21.6796,20.65469999999999,25.797061996775167,2868.506378520837,2844.33846027777,0.2,1,1,0,0,2678,3,7,24,73,186,576,1809,2,False,jupiter;venus
2026-01-15T01:38:05Z,claude-opus-4-5,33,5,4,2025:11:29 10:19:10 UTC,results/45_sky_loc5_time4.png,2025-11-29T10:19:10Z,52.6565,162.2525,-35.12,-178.45,87.7765,340.7025,89.37425973067373,9937.977981564874,8960.63301278154,0,0,0,0,0,2521,0,7,15,55,158,544,1742,2,True,jupiter;moon;saturn
2026-01-15T01:38:05Z,claude-opus-4-5,34,6,4,2025:11:29 10:19:10 UTC,results/45_sky_loc6_time4.png,2025-11-29T10:19:10Z,14.7168,170.0641,-35.28,172.45,49.9968,2.3858999999999924,50.04797722762144,5565.088843351394,5389.8438565517745,0.2,0,1,0,1,2566,2,6,16,51,159,568,1764,2,True,jupiter;moon;saturn
2026-01-15T01:38:03Z,claude-opus-4-5,32,4,4,2025:11:29 10:19:10 UTC,results/45_sky_loc4_time4.png,2025-11-29T10:19:10Z,20.9316,147.1115,-45.0,-165.0,65.9316,312.1115,79.0319935949501,8787.968868806534,8107.66463970755,0,0,0,0,0,2489,0,7,12,54,154,562,1700,1,True,moon;saturn
2026-01-15T01:38:05Z,claude-opus-4-5,36,1,5,2025:11:25 12:12:42 UTC,results/45_sky_loc1_time5.png,2025-11-25T12:12:42Z,45.775,-156.349,-45.123,-178.45,90.898,22.101,92.97115594165749,10337.935144336903,9240.524937650853,0.1,0,1,0,0,2525,1,5,19,54,163,554,1729,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,13,6,1,2025:12:21 12:31:11 UTC,results/45_sky_loc6_time1.png,2025-12-21T12:31:11Z,14.7168,170.0641,-35.0,-160.0,49.7168,330.0641,57.25754569737704,6366.757387795016,6105.1173456072665,0,0,0,0,0,2572,2,6,20,50,172,540,1782,1,False,jupiter
2026-01-15T01:38:05Z,claude-opus-4-5,37,2,5,2025:11:25 12:12:42 UTC,results/45_sky_loc2_time5.png,2025-11-25T12:12:42Z,-11.0874,-138.853,-35.5,-155.0,24.412599999999998,16.14699999999999,28.468841035073876,3165.5950630507336,3133.131358952218,0.2,1,1,0,0,2654,3,9,22,58,186,556,1820,1,False,jupiter
2026-01-15T01:38:03Z,claude-opus-4-5,15,1,2,2025:12:17 14:42:52 UTC,results/45_sky_loc1_time2.png,2025-12-17T14:42:52Z,45.775,-156.349,-35.5,-178.5,81.275,22.15100000000001,83.69721146464202,9306.71814413384,8501.02358544547,0.1,0,1,0,0,2486,2,7,19,56,159,556,1687,1,False,jupiter
2026-01-15T01:38:06Z,claude-opus-4-5,42,0,6,2025:11:21 13:43:54 UTC,results/45_sky_loc0_time6.png,2025-11-21T13:43:54Z,35.7872,-170.7725,-45.123,-170.52,80.9102,0.2524999999999977,80.91052250267896,8996.852041422455,8267.710313290396,0.2,0,1,0,1,2553,2,5,19,52,159,562,1754,1,False,jupiter
2026-01-15T01:42:21Z,claude-opus-4-5-HighReasoning,0,0,0,2025:12:25 12:00:00 UTC,results/45_sky_loc0_time0.png,2025-12-25T12:00:00Z,35.7872,-170.7725,40.0,-175.0,4.212800000000001,4.227499999999992,5.372289779111378,597.3721930260785,597.1533868232876,0.8,1,1,1,1,2543,2,5,19,52,160,559,1746,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,1,1,0,2025:12:25 12:00:00 UTC,results/45_sky_loc1_time0.png,2025-12-25T12:00:00Z,45.775,-156.349,40.0,-170.0,5.774999999999999,13.65100000000001,11.52676619615866,1281.7196920150368,1279.559303803541,0.30000000000000004,1,1,1,0,2549,2,5,19,56,161,567,1739,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,14,0,2,2025:12:17 14:42:52 UTC,results/45_sky_loc0_time2.png,2025-12-17T14:42:52Z,35.7872,-170.7725,43.5,-162.5,7.712800000000001,8.272500000000008,9.992421611956601,1111.1081228688024,1109.7005327870188,0.7,1,1,1,1,2563,2,6,19,58,160,565,1753,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,8,1,1,2025:12:21 12:31:11 UTC,results/45_sky_loc1_time1.png,2025-12-21T12:31:11Z,45.775,-156.349,45.0,172.0,0.7749999999999986,328.349,22.096541768572088,2457.0267348399843,2441.8284513089234,0.2,1,0,1,0,2551,2,5,19,58,160,567,1740,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,2,2,0,2025:12:25 12:00:00 UTC,results/45_sky_loc2_time0.png,2025-12-25T12:00:00Z,-11.0874,-138.853,40.0,-175.0,51.0874,36.14699999999999,61.09048443703799,6792.961318481833,6475.729953002326,0.1,0,1,0,0,2656,4,8,24,62,184,566,1808,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,4,4,0,2025:12:25 12:00:00 UTC,results/45_sky_loc4_time0.png,2025-12-25T12:00:00Z,20.9316,147.1115,42.0,-170.0,21.0684,317.1115,41.61674570811507,4627.577378072391,4526.519799703855,0.1,1,0,0,0,2578,2,6,19,51,169,554,1777,2,True,jupiter;moon;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,20,6,2,2025:12:17 14:42:52 UTC,results/45_sky_loc6_time2.png,2025-12-17T14:42:52Z,14.7168,170.0641,38.5,-172.5,23.7832,342.5641,28.3215518336468,3149.217228480517,3117.253776079687,0.1,1,0,0,0,2615,2,6,22,59,173,555,1798,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,5,5,0,2025:12:25 12:00:00 UTC,results/45_sky_loc5_time0.png,2025-12-25T12:00:00Z,52.6565,162.2525,40.0,-175.0,12.656500000000001,337.2525,20.022601673132094,2226.414799527993,2215.103106766014,0.1,1,0,0,0,2524,1,6,19,54,160,558,1726,2,False,jupiter;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,32,4,4,2025:11:29 10:19:10 UTC,results/45_sky_loc4_time4.png,2025-11-29T10:19:10Z,20.9316,147.1115,36.5,-155.5,15.5684,302.6115,51.89220632800358,5770.1580461374015,5574.957339280932,0.1,1,0,0,0,2489,0,7,12,54,154,562,1700,1,True,moon;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,11,4,1,2025:12:21 12:31:11 UTC,results/45_sky_loc4_time1.png,2025-12-21T12:31:11Z,20.9316,147.1115,40.0,-175.0,19.0684,322.1115,37.40996845619125,4159.804444020121,4086.306282245264,0.1,1,0,0,0,2566,2,6,17,50,171,555,1765,2,False,jupiter;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,6,6,0,2025:12:25 12:00:00 UTC,results/45_sky_loc6_time0.png,2025-12-25T12:00:00Z,14.7168,170.0641,40.0,-175.0,25.2832,345.0641,28.45688731665643,3164.265868372217,3131.8429564215717,0.1,1,0,0,0,2585,2,6,20,51,170,546,1790,2,False,jupiter;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,28,0,4,2025:11:29 10:19:10 UTC,results/45_sky_loc0_time4.png,2025-11-29T10:19:10Z,35.7872,-170.7725,40.0,-170.0,4.212800000000001,0.772500000000008,4.256623893760559,473.3156353906786,473.20679378527376,0.8,1,1,1,1,2530,1,5,16,56,167,547,1738,2,True,jupiter;moon;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,17,3,2,2025:12:17 14:42:52 UTC,results/45_sky_loc3_time2.png,2025-12-17T14:42:52Z,-56.6796,-129.3453,38.5,-175.0,95.1796,45.65469999999999,102.69064257865006,11418.694240766044,9950.556700450354,0.1,0,1,0,0,2602,4,6,20,73,184,572,1743,2,True,mars;moon;venus
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,18,4,2,2025:12:17 14:42:52 UTC,results/45_sky_loc4_time2.png,2025-12-17T14:42:52Z,20.9316,147.1115,35.0,172.0,14.0684,24.888499999999993,25.97950689855242,2888.793354012158,2864.1099194593203,0.2,1,1,0,0,2564,2,5,21,52,167,548,1769,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,26,5,3,2025:12:28 11:11:41 UTC,results/45_sky_loc5_time3.png,2025-12-28T11:11:41Z,52.6565,162.2525,40.0,-165.0,12.656500000000001,327.2525,25.59812073218787,2846.3850886432924,2822.7710831295553,0.1,1,0,0,0,2539,1,6,19,55,163,565,1730,2,True,jupiter;moon;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,19,5,2,2025:12:17 14:42:52 UTC,results/45_sky_loc5_time2.png,2025-12-17T14:42:52Z,52.6565,162.2525,40.5,-162.5,12.156500000000001,324.7525,26.745736753110574,2973.99434416708,2947.065993207323,0.1,1,0,0,0,2524,2,6,19,58,157,571,1711,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,3,3,0,2025:12:25 12:00:00 UTC,results/45_sky_loc3_time0.png,2025-12-25T12:00:00Z,-56.6796,-129.3453,40.0,-175.0,96.6796,45.65469999999999,104.06290831184734,11571.283439070641,10045.151988561516,0.1,0,1,0,0,2678,3,7,24,73,186,576,1809,2,False,jupiter;venus
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,29,1,4,2025:11:29 10:19:10 UTC,results/45_sky_loc1_time4.png,2025-11-29T10:19:10Z,45.775,-156.349,47.5,-164.5,1.7250000000000014,8.15100000000001,5.853118311983928,650.8379603174135,650.554994274729,0.8,1,1,1,1,2525,1,6,19,55,157,557,1730,2,True,jupiter;moon;saturn
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,15,1,2,2025:12:17 14:42:52 UTC,results/45_sky_loc1_time2.png,2025-12-17T14:42:52Z,45.775,-156.349,40.0,170.0,5.774999999999999,326.349,25.12396022984708,2793.6607735419357,2771.332791252404,0.2,1,0,1,0,2486,2,7,19,56,159,556,1687,1,False,jupiter
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,22,1,3,2025:12:28 11:11:41 UTC,results/45_sky_loc1_time3.png,2025-12-28T11:11:41Z,45.775,-156.349,38.0,-168.0,7.774999999999999,11.65100000000001,11.626391610327492,1292.7975479368392,1290.5806771873322,0.30000000000000004,1,1,1,0,2535,2,5,19,56,160,566,1727,1,True,jupiter;moon
2026-01-15T01:49:26Z,claude-opus-4-5-HighReasoning,7,0,1,2025:12:21 12:31:11 UTC,results/45_sky_loc0_time1.png,2025-12-21T12:31:11Z,35.7872,-170.7725,35.0,-175.0,0.7871999999999986,4.227499999999992,3.5346685314343147,393.0377509517826,392.9754270713651,0.8,1,1,1,1,2558,2,5,19,53,159,566,1754,1,False,jupiter
